,country_left,genre,is_presale,max_tickets,num_markets,price_max,price_min,sold_out,state,subgenre,venue_name_left,Unnamed: 0_y,Venue,City,Capacity,popularity_sk,headliner,support,metro_area,country_right,city_name,days_to_event
324814,US,Rock,0,6,1.0,22.0,22.0,0.0,PA,Pop,Stage AE,525.0,Stage AE,Pittsburgh,"2,400 indoors; 5,500 outdoors",0.051039999999999995,Gramatik,OPIUO,Pittsburgh,US,Pittsburgh,145
322446,US,Rock,1,50,1.0,57.5,27.5,0.0,PA,Pop,Petersen Events Center,524.0,Petersen Events Center,Pittsburgh,"12,508",0.025308,I Prevail,Beartooth,Pittsburgh,US,Pittsburgh,85
371528,US,Rock,1,50,1.0,20.0,20.0,0.0,WA,Pop,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.0037159999999999997,Rising Appalachia,Raye Zaragoza,Seattle,US,Seattle,97
419424,US,Hip-Hop/Rap,1,50,1.0,33.5,33.5,0.0,WA,French Rap,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.026575,The Waterboys,none,Seattle,US,Seattle,158
225525,US,Hip-Hop/Rap,1,50,2.0,131.0,31.0,0.0,NY,French Rap,Barclays Center,426.0,Barclays Center,Brooklyn,"19,000",0.220074,Logic,JID,New York,US,Brooklyn,175
12471,US,Rock,1,50,1.0,499.95,64.95,0.0,CA,Pop,Honda Center,33.0,Honda Center,Anaheim,"18,325 ",0.15529400000000002,Jonas Brothers,Bebe Rexha,Los Angeles,US,Anaheim,149
24843,US,Rock,0,50,1.0,209.95,169.95,0.0,CA,Pop,Honda Center,33.0,Honda Center,Anaheim,"18,325 ",0.15529400000000002,Jonas Brothers,Bebe Rexha,Los Angeles,US,Anaheim,149
286477,US,Rock,1,50,1.0,65.0,36.0,0.0,MN,Alternative Rock,Pantages Theatre,56.0,Pantages Theatre,Los Angeles,"2,703",0.020224000000000002,John Hiatt,none,Twin Cities,US,Minneapolis,92
286480,US,Rock,1,50,1.0,65.0,36.0,0.0,MN,Alternative Rock,Pantages Theatre,339.0,Pantages Theatre,Minneapolis,"1,014",0.020224000000000002,John Hiatt,none,Twin Cities,US,Minneapolis,92
298632,US,Rock,1,50,1.0,89.5,35.0,0.0,MS,Alternative Rock,Landers Center,353.0,Landers Center,Southaven,"10,045",0.11379700000000001,8ball & MJG,Bun B,Memphis,US,Southaven,141
414520,US,Rock,1,50,1.0,33.5,33.5,0.0,WA,Pop,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.0037159999999999997,Rising Appalachia,Raye Zaragoza,Seattle,US,Seattle,62
136376,US,Rock,1,50,1.0,149.95,39.95,0.0,IL,Pop,Auditorium Theatre,195.0,Auditorium Theatre,Chicago,"3,877",0.023125,King Crimson,none,Chicago,US,Chicago,270
225645,US,Hip-Hop/Rap,1,8,4.0,533.5,93.5,0.0,NY,French Rap,Madison Square Garden,428.0,Madison Square Garden,New York City,"20,000",0.05876,Rancid,Misfits,New York,US,New York,92
217686,US,Hip-Hop/Rap,1,8,4.0,533.5,83.5,0.0,NY,French Rap,Madison Square Garden,428.0,Madison Square Garden,New York City,"20,000",0.32856199999999997,Post Malone,Swae Lee,New York,US,New York,88
376857,US,Pop,1,50,1.0,43.5,43.5,0.0,WA,Pop,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.01121,Drew Holcomb & the Neighbors,Birdtalker,Seattle,US,Seattle,169
166832,US,Country,1,4,1.0,85.75,36.75,0.0,KY,Country,KFC Yum! Center,239.0,KFC Yum! Center,Louisville,"17,500",0.067656,Chris Stapleton,Brothers Osborne,Louisville,US,Louisville,274
15578,US,Latin,1,50,1.0,404.5,39.5,0.0,CA,Latin,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.32856199999999997,Post Malone,Swae Lee,Los Angeles,US,Inglewood,250
413216,US,Rock,1,50,1.0,20.5,20.5,0.0,WA,Pop,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.0037159999999999997,Rising Appalachia,Raye Zaragoza,Seattle,US,Seattle,146
16542,US,Rock,1,50,1.0,195.0,39.5,0.0,CA,Pop,Hollywood Bowl,48.0,Hollywood Bowl,Los Angeles,"17,376",0.012315000000000001,Los Angeles Philharmonic,Eun Sun Kim,Los Angeles,US,Hollywood,207
66038,US,Folk,1,50,4.0,44.75,24.75,0.0,CT,Indie Folk,Mohegan Sun Arena,121.0,Mohegan Sun Arena,Uncasville,"12,000",0.043677999999999995,Peter Frampton,Jason Bonham's Led Zeppelin Evening,Providence,US,Uncasville,108
80276,US,Hip-Hop/Rap,0,50,1.0,45.0,45.0,0.0,FL,French Rap,Revolution Live,166.0,Revolution Live,Fort Lauderdale,"1,300",9.300000000000001e-05,Saved By The 90's,none,Fort Lauderdale,US,Fort Lauderdale,98
69752,US,Hip-Hop/Rap,1,50,2.0,,,1.0,FL,French Rap,Amalie Arena,156.0,Amalie Arena,Tampa,"21,500",0.074883,Bad Bunny,none,Tampa,US,Tampa,240
413040,US,Rock,1,50,1.0,28.5,28.5,0.0,WA,Alternative Rock,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.001124,Sid Sriram,none,Seattle,US,Seattle,70
31782,US,Rock,1,50,1.0,60.5,46.0,0.0,CA,Pop,Fox Oakland Theatre,99.0,Fox Oakland Theatre,Oakland,"2,800",0.027164999999999998,John Prine,Kelsey Waldon,SF Bay Area,US,Oakland,62
241625,US,Rock,1,50,1.0,69.5,20.0,0.0,OH,Pop,PNC Pavilion,491.0,PNC Pavilion,Cincinnati,"4,100",0.053489,Rick Springfield,Eddie Money,Cincinnati,US,Cincinnati,133
412110,US,Rock,1,6,1.0,77.0,57.0,0.0,WA,Pop,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.030769,Black Flag,The Linecutters,Seattle,US,Seattle,109
165189,US,Jazz,0,50,1.0,,,1.0,KS,Jazz,Stifel Theatre,368.0,Stifel Theatre,St. Louis,"3,100",0.0062640000000000005,Glenn Miller Orchestra,none,Wichita,US,Salina,183
69245,US,Rock,1,50,2.0,516.2,29.5,0.0,FL,Pop,Amalie Arena,156.0,Amalie Arena,Tampa,"21,500",0.187569,Disturbed,In This Moment,Tampa,US,Tampa,134
190852,US,Country,1,50,1.0,259.0,69.0,0.0,NV,Country,The Colosseum at Caesars Palace,385.0,The Colosseum at Caesars Palace,Las Vegas,"4,298",0.005629,Wayne Newton,none,Las Vegas,US,Las Vegas,136
346157,US,Rock,1,4,1.0,184.5,29.0,0.0,TX,Alternative Rock,American Airlines Center,575.0,American Airlines Center,Dallas,"21,001",0.666628,Chris Brown,Ty Dolla $ign,Dallas - Fort Worth,US,Dallas,99
16350,US,Rock,1,50,1.0,89.5,49.5,0.0,CA,Pop,Honda Center,33.0,Honda Center,Anaheim,"18,325 ",0.363619,Twenty One Pilots,none,Los Angeles,US,Anaheim,106
18559,US,Rock,0,50,1.0,89.5,89.5,0.0,CA,Pop,Honda Center,33.0,Honda Center,Anaheim,"18,325 ",0.363619,Twenty One Pilots,none,Los Angeles,US,Anaheim,106
358304,US,Hip-Hop/Rap,1,50,1.0,350.0,39.95,0.0,VA,Reggaeton,EagleBank Arena,621.0,EagleBank Arena,Fairfax,"10,002",0.040178,Alejandro Sanz,none,Washington,US,Fairfax,109
340199,US,Rock,1,50,1.0,37.5,37.5,0.0,TN,Pop,Ryman Auditorium,553.0,Ryman Auditorium,Nashville,"2,362",0.100311,The Raconteurs,none,Nashville,US,Nashville,209
62111,US,Rock,1,8,4.0,59.0,39.0,0.0,CT,Pop,Mohegan Sun Arena,121.0,Mohegan Sun Arena,Uncasville,"12,000",0.043677999999999995,Peter Frampton,Jason Bonham's Led Zeppelin Evening,Providence,US,Uncasville,108
188371,US,Rock,1,50,1.0,234.36,49.95,0.0,NV,Pop,The Colosseum at Caesars Palace,385.0,The Colosseum at Caesars Palace,Las Vegas,"4,298",0.005629,Wayne Newton,none,Las Vegas,US,Las Vegas,229
387355,US,Rock,1,50,1.0,33.5,23.5,0.0,WA,Alternative Rock,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.0037159999999999997,Rising Appalachia,Raye Zaragoza,Seattle,US,Seattle,118
233988,US,R&B,1,50,1.0,149.5,69.5,0.0,NC,R&B,Durham Performing Arts Center,460.0,Durham Performing Arts Center,Durham,"2,712",0.037538,"Harry Connick, Jr.",none,Durham,US,Durham,134
366815,US,Rock,1,50,1.0,,,1.0,WA,Pop,Sunlight Supply Amphitheater,652.0,Sunlight Supply Amphitheater,Ridgefield,"18,000",0.190899,Breaking Benjamin,Chevelle,Vancouver,US,Ridgefield,162
357356,US,Other,0,50,1.0,169.0,46.0,0.0,VA,Other,EagleBank Arena,621.0,EagleBank Arena,Fairfax,"10,002",0.040178,Alejandro Sanz,none,Washington,US,Fairfax,169
153868,US,Rock,1,50,1.0,37.75,37.75,0.0,IN,Pop,Allen County War Memorial Coliseum,218.0,Allen County War Memorial Coliseum,Fort Wayne,"11,000",0.141056,A Day to Remember,I Prevail,Fort Wayne,US,Fort Wayne,97
161893,US,Rock,1,50,1.0,99.0,24.5,0.0,KS,Pop,Hartman Arena,232.0,Hartman Arena,Wichita,"5,000 ",0.366234,blink-182,Neck Deep,Wichita,US,Park City,119
360296,US,Jazz,0,50,1.0,20.0,20.0,0.0,VA,Jazz,Attucks Theatre,626.0,Attucks Theatre,Norfolk,690,0.00020899999999999998,Ken Peplowski,none,Norfolk,US,Norfolk,60
188414,US,Rock,1,50,1.0,234.36,49.95,0.0,NV,Pop,The Colosseum at Caesars Palace,385.0,The Colosseum at Caesars Palace,Las Vegas,"4,298",0.005629,Wayne Newton,none,Las Vegas,US,Las Vegas,199
411761,US,Rock,1,50,1.0,28.5,28.5,0.0,WA,Pop,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.030769,Black Flag,The Linecutters,Seattle,US,Seattle,137
355967,US,Latin,1,8,1.0,125.5,35.5,0.0,TX,Latin,McAllen Performing Arts Center,605.0,McAllen Performing Arts Center,McAllen,"1,800",0.021544999999999998,Paulina Rubio,none,Brownsville,US,McAllen,92
387313,US,Rock,1,50,1.0,23.5,23.5,0.0,WA,Pop,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.0038810000000000003,ScaryPoolParty,Aranda,Seattle,US,Seattle,150
30824,US,Rock,1,50,1.0,125.0,45.0,0.0,CA,Pop,Orpheum Theatre,302.0,Orpheum Theatre,Boston,"2,700",0.126668,Ray LaMontagne,Kacy & Clayton,Los Angeles,US,Los Angeles,197
30368,US,Rock,1,50,1.0,125.0,45.0,0.0,CA,Pop,Orpheum Theatre,21.0,Orpheum Theatre,Phoenix,"1,364",0.126668,Ray LaMontagne,Kacy & Clayton,Los Angeles,US,Los Angeles,197
31432,US,Rock,1,50,1.0,125.0,45.0,0.0,CA,Pop,Orpheum Theatre,384.0,Orpheum Theatre,Phoenix,1364,0.126668,Ray LaMontagne,Kacy & Clayton,Los Angeles,US,Los Angeles,197
31280,US,Rock,1,50,1.0,125.0,45.0,0.0,CA,Pop,Orpheum Theatre,312.0,Orpheum Theatre,Madison,1700,0.126668,Ray LaMontagne,Kacy & Clayton,Los Angeles,US,Los Angeles,197
30520,US,Rock,1,50,1.0,125.0,45.0,0.0,CA,Pop,Orpheum Theatre,55.0,Orpheum Theatre,Los Angeles,"2,000",0.126668,Ray LaMontagne,Kacy & Clayton,Los Angeles,US,Los Angeles,197
30976,US,Rock,1,50,1.0,125.0,45.0,0.0,CA,Pop,Orpheum Theatre,336.0,Orpheum Theatre,Minneapolis,"2,579",0.126668,Ray LaMontagne,Kacy & Clayton,Los Angeles,US,Los Angeles,197
30672,US,Rock,1,50,1.0,125.0,45.0,0.0,CA,Pop,Orpheum Theatre,84.0,Orpheum Theatre,San Francisco,"2,203",0.126668,Ray LaMontagne,Kacy & Clayton,Los Angeles,US,Los Angeles,197
31128,US,Rock,1,50,1.0,125.0,45.0,0.0,CA,Pop,Orpheum Theatre,552.0,Orpheum Theatre,Memphis,"2,400[25]",0.126668,Ray LaMontagne,Kacy & Clayton,Los Angeles,US,Los Angeles,197
385549,US,Rock,1,50,1.0,35.0,35.0,0.0,WA,Pop,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.0037159999999999997,Rising Appalachia,Raye Zaragoza,Seattle,US,Seattle,55
76983,US,Religious,1,8,2.0,149.5,20.0,0.0,FL,Gospel,Amalie Arena,156.0,Amalie Arena,Tampa,"21,500",0.381436,Elton John,none,Tampa,US,Tampa,108
75848,US,Latin,1,50,1.0,265.5,66.0,0.0,FL,Latin,Amway Center,142.0,Amway Center,Orlando,"16,486",0.07968,Maluma,none,Orlando,US,Orlando,167
344222,US,Rock,1,50,1.0,505.45,55.45,0.0,TX,Pop,American Airlines Center,575.0,American Airlines Center,Dallas,"21,001",0.474366,Ariana Grande,none,Dallas - Fort Worth,US,Dallas,204
313677,US,Folk,1,50,1.0,35.0,35.0,0.0,MO,Indie Folk,The Pageant,365.0,The Pageant,St. Louis,"2,300[23]",0.020099000000000002,Judah & the Lion,none,St Louis,US,St Louis,206
360488,US,Jazz,0,50,1.0,20.0,20.0,0.0,VA,Jazz,Attucks Theatre,626.0,Attucks Theatre,Norfolk,690,5.5e-05,Mark Shim,none,Norfolk,US,Norfolk,88
26953,US,Rock,1,50,1.0,,,1.0,CA,Pop,Fox Oakland Theatre,99.0,Fox Oakland Theatre,Oakland,"2,800",0.027164999999999998,John Prine,Kelsey Waldon,SF Bay Area,US,Oakland,181
358152,US,Hip-Hop/Rap,1,50,1.0,149.0,59.0,0.0,VA,French Rap,EagleBank Arena,621.0,EagleBank Arena,Fairfax,"10,002",0.074883,Bad Bunny,none,Washington,US,Fairfax,98
244549,US,Hip-Hop/Rap,1,8,1.0,249.0,20.0,0.0,OH,French Rap,PNC Pavilion,491.0,PNC Pavilion,Cincinnati,"4,100",0.23949499999999999,Young Thug,Machine Gun Kelly,Cincinnati,US,Cincinnati,74
342972,US,Rock,1,50,1.0,,,1.0,TX,Pop,American Airlines Center,575.0,American Airlines Center,Dallas,"21,001",0.266251,Eric Clapton,none,Dallas - Fort Worth,US,Dallas,169
77355,US,Religious,1,8,1.0,299.5,20.0,0.0,FL,Gospel,Amway Center,142.0,Amway Center,Orlando,"16,486",0.153793,J Balvin,Lyanno,Orlando,US,Orlando,55
136131,US,Rock,1,8,1.0,42.5,42.5,0.0,IL,Alternative Rock,Aragon Ballroom,193.0,Aragon Ballroom,Chicago,"4,500",0.17466199999999998,Papa Roach,none,Chicago,US,Chicago,251
81511,US,Other,0,50,1.0,15.0,15.0,0.0,FL,Other,Revolution Live,166.0,Revolution Live,Fort Lauderdale,"1,300",0.067248,Bad Religion,none,Fort Lauderdale,US,Fort Lauderdale,83
67208,US,Hip-Hop/Rap,0,50,1.0,60.0,60.0,0.0,DC,French Rap,Howard Theatre,135.0,Howard Theatre,Washington,"1,000",0.008887,Jody Watley,none,Washington,US,Washington,190
342974,US,Latin,1,50,1.0,249.5,29.5,0.0,TX,Latin,American Airlines Center,575.0,American Airlines Center,Dallas,"21,001",0.163117,Backstreet Boys,Baylee Littrell,Dallas - Fort Worth,US,Dallas,184
5561,US,Rock,1,50,1.0,390.25,64.75,0.0,AZ,Pop,Talking Stick Resort Arena,16.0,Talking Stick Resort Arena,Phoenix,"18,150",0.404712,John Mayer,none,Phoenix,US,Phoenix,137
190889,US,Country,1,50,1.0,209.0,69.0,0.0,NV,Country,The Colosseum at Caesars Palace,385.0,The Colosseum at Caesars Palace,Las Vegas,"4,298",0.005629,Wayne Newton,none,Las Vegas,US,Las Vegas,136
405611,US,Hip-Hop/Rap,1,50,1.0,23.5,23.5,0.0,WA,French Rap,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.01121,Drew Holcomb & the Neighbors,Birdtalker,Seattle,US,Seattle,99
297330,US,Rock,1,50,1.0,84.5,12.0,0.0,MN,Pop,Pantages Theatre,339.0,Pantages Theatre,Minneapolis,"1,014",0.030548000000000002,Nick Cave,none,Twin Cities,US,Minneapolis,242
297157,US,Rock,1,50,1.0,84.5,12.0,0.0,MN,Pop,Pantages Theatre,56.0,Pantages Theatre,Los Angeles,"2,703",0.030548000000000002,Nick Cave,none,Twin Cities,US,Minneapolis,242
295933,US,Rock,1,50,1.0,,,1.0,MN,Pop,Pantages Theatre,56.0,Pantages Theatre,Los Angeles,"2,703",0.030548000000000002,Nick Cave,none,Twin Cities,US,Minneapolis,193
296106,US,Rock,1,50,1.0,,,1.0,MN,Pop,Pantages Theatre,339.0,Pantages Theatre,Minneapolis,"1,014",0.030548000000000002,Nick Cave,none,Twin Cities,US,Minneapolis,193
28160,US,Pop,1,50,1.0,29.5,29.5,0.0,CA,Pop,Fox Oakland Theatre,99.0,Fox Oakland Theatre,Oakland,"2,800",0.027164999999999998,John Prine,Kelsey Waldon,SF Bay Area,US,Oakland,104
67021,US,World,0,50,1.0,39.5,39.5,0.0,DC,World,Howard Theatre,135.0,Howard Theatre,Washington,"1,000",0.001131,Junkyard Band,Sugar Bear,Washington,US,Washington,53
68539,US,Rock,0,50,2.0,245.75,55.75,0.0,FL,Pop,Amalie Arena,156.0,Amalie Arena,Tampa,"21,500",0.146425,Celine Dion,none,Tampa,US,Tampa,712
74189,US,Rock,1,50,1.0,30.5,30.5,0.0,FL,Pop,Revolution Live,166.0,Revolution Live,Fort Lauderdale,"1,300",0.017464,Sabaton,Hammerfall,Fort Lauderdale,US,Fort Lauderdale,140
74522,US,Rock,1,50,1.0,18.5,18.5,0.0,FL,Pop,Revolution Live,166.0,Revolution Live,Fort Lauderdale,"1,300",0.017464,Sabaton,Hammerfall,Fort Lauderdale,US,Fort Lauderdale,147
188069,US,Rock,1,50,1.0,91.74,22.94,0.0,NV,Pop,Reno Events Center,394.0,Reno Events Center,Reno,"7,400",0.042679,MercyMe,Austin French,Reno,US,Reno,193
22636,US,Rock,0,50,1.0,29.5,29.5,0.0,CA,Alternative Rock,Fox Oakland Theatre,99.0,Fox Oakland Theatre,Oakland,"2,800",0.14064200000000002,Hot Chip,none,SF Bay Area,US,Oakland,138
226039,US,World,0,50,2.0,1305.0,55.0,0.0,NY,World,Barclays Center,426.0,Barclays Center,Brooklyn,"19,000",9.1e-05,Igor Krutoy,none,New York,US,Brooklyn,393
167179,US,Country,1,50,1.0,92.0,43.0,0.0,KY,Country,KFC Yum! Center,239.0,KFC Yum! Center,Louisville,"17,500",0.216022,Carrie Underwood,Maddie and Tae,Louisville,US,Louisville,426
238079,US,Rock,1,50,1.0,,,1.0,OH,Pop,Riverbend Music Center,490.0,Riverbend Music Center,Cincinnati,"20,500",0.117877,Kid Rock,"Hank Williams, Jr.",Cincinnati,US,Cincinnati,176
298776,US,Pop,1,50,1.0,95.0,55.0,0.0,MS,Adult Contemporary,Thalia Mara Hall,352.0,Thalia Mara Hall,Jackson,"2,040",0.0005650000000000001,Fiddler on the Roof,none,Jackson,US,Jackson,235
261835,US,Rock,1,50,1.0,199.5,29.5,0.0,MD,Alternative Rock,Merriweather Post Pavilion,298.0,Merriweather Post Pavilion,Columbia,"19,319",0.024112,Lauren Daigle,AHI,Baltimore,US,Columbia,168
78976,US,Hip-Hop/Rap,0,50,1.0,31.0,31.0,0.0,FL,French Rap,Revolution Live,166.0,Revolution Live,Fort Lauderdale,"1,300",0.067248,Bad Religion,none,Fort Lauderdale,US,Fort Lauderdale,66
74471,US,Rock,0,50,1.0,26.0,26.0,0.0,FL,Alternative Rock,Revolution Live,166.0,Revolution Live,Fort Lauderdale,"1,300",0.067248,Bad Religion,none,Fort Lauderdale,US,Fort Lauderdale,122
155747,US,Country,1,8,1.0,65.0,35.0,0.0,IN,Country,Ford Center,217.0,Ford Center,Evansville,"11,000",0.028863,Travis Tritt,none,Augusta,US,Anderson,126
296279,US,Rock,0,50,1.0,85.0,65.0,0.0,MN,Alternative Rock,State Theatre,289.0,State Theatre,Portland,"1,870",0.008235,Trey Anastasio,none,Twin Cities,US,Minneapolis,134
296521,US,Rock,0,50,1.0,85.0,65.0,0.0,MN,Alternative Rock,State Theatre,337.0,State Theatre,Minneapolis,"2,181",0.008235,Trey Anastasio,none,Twin Cities,US,Minneapolis,134
69898,US,Rock,1,50,1.0,516.45,41.95,0.0,FL,Pop,Amway Center,142.0,Amway Center,Orlando,"16,486",0.15529400000000002,Jonas Brothers,Bebe Rexha,Orlando,US,Orlando,182
72312,US,Rock,1,50,1.0,75.5,45.5,0.0,FL,Alternative Rock,Pensacola Bay Center,151.0,Pensacola Bay Center,Pensacola,"10,500",0.024374,For King and Country,none,Mobile,US,Pensacola,105
188400,US,Rock,1,50,1.0,234.36,49.95,0.0,NV,Pop,The Colosseum at Caesars Palace,385.0,The Colosseum at Caesars Palace,Las Vegas,"4,298",0.005629,Wayne Newton,none,Las Vegas,US,Las Vegas,199
242986,US,Hip-Hop/Rap,1,50,1.0,499.0,21.5,0.0,OH,French Rap,Riverbend Music Center,490.0,Riverbend Music Center,Cincinnati,"20,500",0.22569,Meek Mill,Megan Thee Stallion,Cincinnati,US,Cincinnati,74
242583,US,Country,1,50,1.0,554.0,260.0,0.0,OH,Country,Riverbend Music Center,490.0,Riverbend Music Center,Cincinnati,"20,500",1e-06,NIK NYTE,none,Cincinnati,US,Cincinnati,274
415925,US,Rock,0,50,1.0,20.5,20.5,0.0,WA,Alternative Rock,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.064327,Big Boi,Sleepy Brown,Seattle,US,Seattle,176
414340,US,Pop,1,50,1.0,20.5,20.5,0.0,WA,Pop,Neptune Theatre,647.0,Neptune Theatre,Seattle,800,0.025002,Whitney,Lala Lala,Seattle,US,Seattle,168
131086,US,Metal,1,50,2.0,,,1.0,ID,Nu-Metal,Taco Bell Arena,188.0,Taco Bell Arena,Boise,"13,390 ",0.02434,For King and Country,none,Boise,US,Boise,210
302145,US,R&B,0,50,1.0,69.0,44.0,0.0,MS,R&B,Thalia Mara Hall,352.0,Thalia Mara Hall,Jackson,"2,040",0.09779700000000001,Kevin Gates,none,Jackson,US,Jackson,341
188513,US,Rock,1,50,1.0,234.36,49.95,0.0,NV,Pop,The Colosseum at Caesars Palace,385.0,The Colosseum at Caesars Palace,Las Vegas,"4,298",0.005629,Wayne Newton,none,Las Vegas,US,Las Vegas,229
261966,US,Rock,1,50,1.0,89.5,39.5,0.0,MD,Alternative Rock,Merriweather Post Pavilion,298.0,Merriweather Post Pavilion,Columbia,"19,319",0.251556,The Smashing Pumpkins,Noel Gallagher's High Flying Birds,Baltimore,US,Columbia,50
20635,US,Rock,1,8,1.0,350.0,49.5,0.0,CA,Pop,The Forum,44.0,The Forum,Inglewood,"17,500 ",0.043677999999999995,Peter Frampton,Jason Bonham's Led Zeppelin Evening,Los Angeles,US,Inglewood,218
31732,US,Rock,1,50,1.0,39.5,39.5,0.0,CA,Pop,Fox Oakland Theatre,99.0,Fox Oakland Theatre,Oakland,"2,800",0.099582,Andrew Bird,Meshell Ndegeocello,SF Bay Area,US,Oakland,172
240096,US,Rock,1,50,1.0,259.0,21.25,0.0,OH,Pop,Riverbend Music Center,490.0,Riverbend Music Center,Cincinnati,"20,500",0.689942,blink-182,Lil Wayne,Cincinnati,US,Cincinnati,129
21568,US,Pop,1,50,1.0,,,1.0,CA,Pop,Fox Oakland Theatre,99.0,Fox Oakland Theatre,Oakland,"2,800",0.08152899999999999,Lauv,Bulow,SF Bay Area,US,Oakland,188
296739,US,Rock,1,4,1.0,235.0,45.0,0.0,MN,Pop,State Theatre,289.0,State Theatre,Portland,"1,870",0.008235,Trey Anastasio,none,Twin Cities,US,Minneapolis,120
296948,US,Rock,1,4,1.0,235.0,45.0,0.0,MN,Pop,State Theatre,337.0,State Theatre,Minneapolis,"2,181",0.008235,Trey Anastasio,none,Twin Cities,US,Minneapolis,120
190486,US,Hip-Hop/Rap,1,50,1.0,59.5,59.5,0.0,NV,French Rap,Reno Events Center,394.0,Reno Events Center,Reno,"7,400",0.0,周忍,none,Reno,US,Reno,615
135768,US,Rock,1,50,1.0,69.5,69.5,0.0,IL,Pop,Aragon Ballroom,193.0,Aragon Ballroom,Chicago,"4,500",0.21197600000000003,Incubus,Wild Belle,Chicago,US,Chicago,161
284325,US,Rock,1,50,1.0,69.0,32.0,0.0,MN,Pop,State Theatre,289.0,State Theatre,Portland,"1,870",0.021965000000000002,Little Feat,none,Twin Cities,US,Minneapolis,343
284327,US,Rock,1,50,1.0,69.0,32.0,0.0,MN,Pop,State Theatre,337.0,State Theatre,Minneapolis,"2,181",0.021965000000000002,Little Feat,none,Twin Cities,US,Minneapolis,343
235869,US,Jazz,1,4,1.0,200.0,49.5,0.0,NC,Jazz,Durham Performing Arts Center,460.0,Durham Performing Arts Center,Durham,"2,712",0.037538,"Harry Connick, Jr.",none,Durham,US,Durham,52
235838,US,Jazz,1,4,1.0,200.0,49.5,0.0,NC,Jazz,Durham Performing Arts Center,460.0,Durham Performing Arts Center,Durham,"2,712",0.037538,"Harry Connick, Jr.",none,Durham,US,Durham,52
235836,US,Jazz,1,4,1.0,160.0,49.5,0.0,NC,Jazz,Durham Performing Arts Center,460.0,Durham Performing Arts Center,Durham,"2,712",0.037538,"Harry Connick, Jr.",none,Durham,US,Durham,52
238243,US,Rock,1,50,2.0,702.0,29.5,0.0,OH,Pop,Nationwide Arena,494.0,Nationwide Arena,Columbus,"21,000",0.279999,Shawn Mendes,Alessia Cara,Columbus,US,Columbus,178
154904,US,Metal,1,50,1.0,94.5,37.5,0.0,IN,Nu-Metal,Allen County War Memorial Coliseum,218.0,Allen County War Memorial Coliseum,Fort Wayne,"11,000",0.190899,Five Finger Death Punch,Three Days Grace,Fort Wayne,US,Fort Wayne,136
188543,US,Rock,1,50,1.0,234.36,49.95,0.0,NV,Pop,The Colosseum at Caesars Palace,385.0,The Colosseum at Caesars Palace,Las Vegas,"4,298",0.005629,Wayne Newton,none,Las Vegas,US,Las Vegas,229
421649,US,Rock,1,50,1.0,495.95,55.95,0.0,WI,Pop,Fiserv Forum,659.0,Fiserv Forum,Milwaukee,"17,500",0.018227,CHON,Between The Buried And Me,Milwaukee,US,Milwaukee,194
6558,US,Country,1,8,1.0,,,1.0,AZ,Country,Talking Stick Resort Arena,16.0,Talking Stick Resort Arena,Phoenix,"18,150",0.008489,Dave Mason,none,Phoenix,US,Phoenix,189
153729,US,Rock,1,50,1.0,65.0,35.0,0.0,IN,Pop,Indiana Farmers Coliseum,221.0,Indiana Farmers Coliseum,Indianapolis,"6,800",0.0257,The Strumbellas,none,Indianapolis,US,Indianapolis,126
69947,US,Rock,1,50,1.0,495.7,39.7,0.0,FL,Pop,BB&T Center,165.0,BB&T Center,Sunrise,"21,371",0.15529400000000002,Jonas Brothers,Bebe Rexha,Fort Lauderdale,US,Sunrise,181
234414,US,R&B,1,50,1.0,90.5,50.5,0.0,NC,Soul,Durham Performing Arts Center,460.0,Durham Performing Arts Center,Durham,"2,712",0.016212,Gladys Knight,none,Durham,US,Durham,166
361389,US,Jazz,0,50,1.0,20.0,20.0,0.0,VA,Jazz,Attucks Theatre,626.0,Attucks Theatre,Norfolk,690,0.0017280000000000002,Gregg Karukas,none,Norfolk,US,Norfolk,249
272694,US,Metal,1,8,3.0,,,1.0,MA,Nu-Metal,DCU Center,312.0,DCU Center,Worcester,"14,800",0.114818,The Avett Brothers,Lake Street Dive,Worcester,US,Worcester,182
19198,US,Rock,1,6,1.0,59.5,59.5,0.0,CA,Alternative Rock,Bill Graham Civic Auditorium,87.0,Bill Graham Civic Auditorium,San Francisco,"7,000",0.023548,Greta Van Fleet,Shannon and the Clams,SF Bay Area,US,San Francisco,236
