,venue_name,id,capacity,street,zip,latitude,longitude,metro_area,country,city_name
5217,Solar Culture Gallery & Performance Space,11458,,31 East Toole Avenue,85701,32.22628,-110.97115,Tucson,US,Tucson
5218,The Space Concert Club,3390769,,1128 Edgewater St NW,97304,44.94103,-123.05707,Salem,US,Salem
5219,The Space Theater,3400914,,250 POST AVE,11590,40.75814,-73.58748,New York,US,Westbury
5220,Studios at SPACE,1680748,,1245 Chicago Ave.,60202,42.0408836,-87.680254,Chicago,US,Evanston
5222,Spark Contemporary Art Space,49377,,1005 E. Fayette St.,13210,43.04848,-76.13613,Rochester,US,Syracuse
5223,Third Space,2396729,,946 Olive Drive,95616,38.5400366,-121.7391332,Sacramento,US,Davis
5224,Synchronicity Space,495806,,4306 Melrose Avenue,90029,34.0834902,-118.2944312,Los Angeles,US,Los Angeles
5226,The Space Ballroom,3786634,,295 Treadwell Street,06514,41.3539512,-72.9255177,Bridgeport,US,Hamden
5228,Space Ibiza New York,2760923,,637 W 50th St,10019,40.766805,-73.996215,New York,US,New York
5229,Space 15 Twenty,38872,,1520 N. Cahuenga Blvd.,90028,34.0983742,-118.329494,Los Angeles,US,Los Angeles
5230,Outer Space,3522424,,1100 M St.,95521,40.87177,-124.09142,Santa Rosa,US,Arcata
5231,Vineyard Community Space,2141949,,836 S. Clinton Avenue,14620,43.14152,-77.59771,Rochester,US,Rochester
5232,"Symphony Space, Leonard Nimoy Thalia Theater",10774,,2537 Broadway,10025,40.79396,-73.97282,New York,US,New York
5233,Public Space One,30951,,120 N. Dubuque St.,52245,41.663169,-91.532779,Des Moines,US,Iowa City
5235,The Outpost Performance Space,28897,,210 Yale SE,87196,35.07836,-106.62173,Albuquerque,US,Albuquerque
5236,Space Mountain,2688048,,738 NW 62nd St,33150,25.8321337,-80.209302,Miami,US,Miami
5237,Z Space,855216,,450 Florida Street,94110,37.7637062,-122.4112936,SF Bay Area,US,San Francisco
5238,City Hall Entertainment Space,22,,405 12th Ave. S.,37203,36.1521562,-86.7846767,Nashville,US,Nashville
5240,Club Space,3375984,,142 NE 11th Street,33137,25.78457,-80.19139,Miami,US,Miami
5241,The Space - Ct,2778068,,295 Treadwell Street,06514,41.35311,-72.92431,Bridgeport,US,Hamden
5245,Chapel Performance Space at Good Shepherd Center,1097296,,4649 Sunnyside Ave. N. 4th Floor,98103,47.66399,-122.33075,Seattle,US,Seattle
5246,Space 1026,71350,,1026 Arch Street,19107,39.9535714,-75.1573416,Philadelphia,US,Philadelphia
5247,Tin Roof - Orlando,2872143,,8371 International Drive,32819,28.4438,-81.46916,Orlando,US,Orlando
5248,The Ground,3509759,,34 NE 11th ST,33132,25.78448,-80.19314,Miami,US,Miami
5249,The Stomping Ground,1990779,65.0,132 Main St,06260,41.9159522,-71.9096548,Putnam,US,Putnam
5250,The High Ground,31730,,3612 Hessmer Avenue Metairie La,70003,30.0074441,-90.1634511,New Orleans,US,Metairie
5254,The Ground Floor,1182906,,36 East 4th Street,17701,41.2427359,-77.0010837,Wilmington,US,Williamsport
5255,The Breeding Ground - Online TV,3921614,,,,,,New York,US,New York
5256,OUTDOOR ELECTRONIC WONDERLAND - ABOVE GROUND FOR THE UNDER GROUND SEEN,31019,,.,95361,37.81965,-120.67215,Knights Ferry,US,Knights Ferry
5259,OnTheGround @ the Barn,1024981,150.0,2710 Grafton Rd,05353,43.078373,-72.6442409,Townshend,US,Townshend
5260,The High Ground,1098056,,3612 Hessmer Ave.,70002,,,Los Angeles,US,Los Angeles
5261,The Ground Floor,1254381,,406 N Pokegama,55744,47.236326,-93.5283232,Fargo,US,Grand Rapids
5263,The Ground Floor 2.0,3434059,1000.0,2925 W 4th St,17701,41.2373061,-77.0690352,Wilmington,US,Williamsport
5265,The Ground Floor,791991,,203 West Wall St,79701,31.9974131,-102.0761162,Lubbock,US,Midland
5267,The Ground Floor,461156,,5100 Ivanrest Ave SW,49418,42.873852,-85.7405082,Grand Rapids,US,Grandville
5269,The Breeding Ground,3940724,,345 Eldert Street,11237,40.6939611,-73.9063586,New York,US,New York
5271,The Pivot Ground,3502414,,,,41.9270367,-73.9973608,Bridgeport,US,Kingston
5272,The New Ground Floor,1080961,,215 East Main Street,62220,38.513845,-89.9808429,Belleville,US,Belleville
5273,The Ground at Club Space,4315809,,34 NE 11th St,33132,25.78467,-80.1932,Miami,US,Miami
5274,The Ground Zero Building,71697,,,,,,San Diego,US,El Cajon
5278,The Stomping Ground,3954744,,6500 Brem Lane,95020,36.996587,-121.554738,Gilroy,US,Gilroy
5279,The Ground House,114630,,,08071,39.732892,-75.1315651,Pitman,US,Pitman
5281,The Holy Ground,2618453,,140 E. Palm Ave.,91016,34.1489696,-117.9993824,Los Angeles,US,Monrovia
5286,The Commons at Fertile Ground,2425629,,911 Adams Street SE,98501,47.0405397,-122.8975213,Tacoma,US,Olympia
5289,From The Ground Up Cafe,440006,,,,,,Telford,US,Telford
5291,The Crossroads Ranch and Festival Ground,1101821,,,,30.0817231,-97.8428927,Austin,US,Buda
5294,Common Ground Coffeehouse And The Bookcomber,399326,,,,,,Crescent City,US,Crescent City
5295,The Ground Level Cafe @ the Epic Center,2235599,,1205 Broadway,,40.6015087,-75.3957579,Philadelphia,US,Bethlehem
5296,The Cypress,1390703,,3612 Hessmer Ave,70002,30.0074441,-90.1634511,New Orleans,US,Metairie
5297,The Farm at Prophetstown,3337679,,3534 Prophetstown Road,47920,40.4968742,-86.8432435,Battle Ground,US,Battle Ground
5298,Otus Supply,3407509,,345 E. Nine Mile Road,48220,42.46097,-83.13044,Detroit,US,Ferndale
5299,Otus Supply Co.,3556644,,9 Mile,48220,42.4609103,-83.1212779,Detroit,US,Ferndale
5300,Otus Supply Parliament Room,3506509,,345 E. Nine Mile Road,48230,42.46092,-83.1303,Detroit,US,Ferndale
5301,Tyson Event Center,3900174,,,,,,Sioux Falls,US,Sioux City
5302,Sony Hall,3841499,,235 W. 46th St.,10036,40.75959,-73.987,New York,US,New York
5304,Team Coco House at Sony Hall,4065869,,,10036,40.76026,-73.99329,New York,US,New York
5305,Globe Hall,3126954,,4483 Logan Street,80216,39.77806,-104.98255,Denver,US,Denver
5306,The Earl,603016,,488 Flat Shoals Rd.,30316,33.74096,-84.34593,Atlanta,US,East Atlanta
5308,The Earl Smith Strand Theatre,38026,,117 North Park Square,30061,33.9532331,-84.5492395,Atlanta,US,Marietta
5314,Earl Of The Old Town,347301,,,,,,Chicago,US,Chicago
5316,The Earl,741991,,,,,,Oklahoma City,US,Oklahoma City
5323,The Carl,1841598,,,,,,San Diego,US,San Diego
5324,The Earl V. Dickinson Theater,3191054,,"The Dickinson Building, Piedmont Virginia Community College",22902,38.0293059,-78.4766781,Richmond,US,Charlottesville
5325,The Home of Earl Wooten,2986103,,4381 Mt. Vernon Drive,90043,34.000314,-118.354921,Los Angeles,US,Los Angeles
5326,8 Seconds Saloon,11109,,111 N Lynhurst Dr,46224,39.7683008,-86.2503647,Indianapolis,US,Indianapolis
5327,8 Seconds Saloon,813986,,2204 FM 205,76401,32.2235382,-98.1740025,Stephenville,US,Stephenville
5328,The Stone Pony,1187,600.0,913 Ocean Avenue,07712,40.2199781,-74.0007193,New York,US,Asbury Park
5329,The Stone Pony,1635653,,,,,,Clarksdale,US,Clarksdale
5330,The Stone Pony,2063949,,3615 Martin Luther King,72704,36.0497774,-94.2115718,Rogers,US,Fayetteville
5331,Family Arena,1017,,2002 Arena Parkway,63303,38.747825,-90.50947,St Louis,US,Saint Charles
5332,Caseville Family Arena,1120076,,6941 Main St.,48725,43.9552362,-83.2654717,Caseville,US,Caseville
5333,Chase Family Arena,300301,,80 Sunny Reach Dr.,06117,41.80178,-72.71884,Springfield,US,West Hartford
5335,Family Arena Park,1248321,,2002 Arena Parkway,63303,38.747825,-90.50947,St Louis,US,Saint Charles
5336,Compton Family Ice Arena,3288764,,100 Compton Family Ice Arena,46637,41.729365,-86.2463337,Notre Dame,US,Notre Dame
5337,Compton Family Ice Arena,3185674,,,,41.6763545,-86.2519898,Fort Wayne,US,South Bend
5338,Rose Music Center at The Heights,2876978,,6800 Executive Blvd.,45424,39.87035,-84.10836,Dayton,US,Huber Heights
5339,Spencer Theater for the Performing Arts,430126,,108 Spencer Rd.,88312,33.43066,-105.60012,Alto,US,Alto
5340,Manhattan Center Hammerstein Ballroom,2470,3500.0,311 W. 34th St.,10001,40.75285,-73.99418,New York,US,New York
5341,Manhattan Center's Hammerstein Ballroom,3953529,,311 West 34th Street,,40.75289,-73.99411,New York,US,New York
5342,Viejas Arena at Aztec Bowl San Diego State University,4012734,,,92182,32.77599,-117.07205,San Diego,US,San Diego
5343,Martha's Vineyard Veterans Memorial Park,4302349,,,02568,41.45428,-70.60364,Vineyard Haven,US,Vineyard Haven
5344,THE MILLER THEATER,4342707,1500,708 Broad ST,30901,33.47397,-81.96431,Augusta,US,Augusta
5345,Showbox CD,4315114,,,,,,Seattle,US,Seattle
5346,Cannery Ballroom,250,1000,1 Cannery Row,37203,36.15286,-86.78045,Nashville,US,Nashville
5347,Mystic Lake Casino Hotel,530,,2400 Mystic Lake Blvd,55372,44.72963,-93.47499,Twin Cities,US,Prior Lake
5348,Mystic Lake Casino Hotel - Grand Ballroom,954541,,,55372,44.6689341,-93.3993751,Twin Cities,US,Prior Lake
5349,Erie County Fair & Exposition,1281251,10000.0,5600 McKinley Pkwy.,14075,42.73587,-78.81827,Buffalo,US,Hamburg
5350,Erie County Fair,28740,,,,,,Springfield,US,Albany
5351,Dolby Theatre,2069589,,6801 Hollywood Blvd.,90028,34.10263,-118.34038,Los Angeles,US,Hollywood
5352,The Thompson House,3384424,,711 E Thompson Rd,46227,39.6929001,-86.1446963,Indianapolis,US,Indianapolis
5353,Robinson Performance Hall,3408209,,426 West Markham,72201,34.74925,-92.27444,Little Rock,US,Little Rock
5354,The Circuit of the Americas (cota) Lot A,3791734,,9201 Circuit of the Americas Blvd.,78617,30.1341647,-97.6384294,Austin,US,Austin
5355,The Lounge at Hudson View Gardens,605026,,116 Pinehurst Av.,10033,40.8521333,-73.9388594,New York,US,New York
5356,Iron City,2131944,1300,513 22nd St. S,35233,33.5089,-86.79792,Birmingham,US,Birmingham
5357,"Clowes Memorial Hall, Butler University",2627,2172,4602 Sunset Ave.,46208,39.8401837,-86.1692241,Indianapolis,US,Indianapolis
5358,Sacramento Memorial Auditorium,28881,3867.0,1515 J Street,95814,38.57856,-121.48584,Sacramento,US,Sacramento
5360,CBGB & OMFUG,38359,,315 Bowery,10003,40.7251397,-73.9918808,New York,US,New York
5369,THE JADE LOUNGE,506721,,2342 S.e. Ankeny,97214,45.5220809,-122.6417034,Portland,US,Portland
5371,LUCKY STRIKE LIVE,1215661,,6801 Hollywood Blvd.,90028,34.10215,-118.34036,Los Angeles,US,Hollywood
5372,Bell Memorial Union Auditorium,265571,999.0,548 West Second Street,95929,39.727177,-121.8450148,Sacramento,US,Chico
5383,PRESTON EVENT CENTER,3883564,,8209 Preston Hwy.,40206,38.13332,-85.68333,Louisville,US,Louisville
5387,CLUB DE LEONES,3813804,,3077 S ACADEMY,80916,38.78773,-104.75502,Colorado Springs,US,Colorado Springs
5393,THE JUGGERNAUT MUSIC,3111659,,,,35.5280783,-108.7425843,Gallup,US,Gallup
5394,CLUB NUESTRA RAZA,3784469,,159 SHARPSTOWN CENTER SUITE 270,77036,29.7086547,-95.5157274,Houston,US,Houston
5398,HOLLYWOOD PARK CASINO,1853873,,3883 W Century Blvd.,90303,33.9454569,-118.3414787,Los Angeles,US,Inglewood
5404,PLUSH NIGHT CLUB,3702359,,"7942 ARCADIA DRIVE,",95610,38.6802832,-121.2695367,Sacramento,US,Citrus Heights
5406,SANTA MARIA RACEWAY,3908929,,1900 HUTTON ROAD,93444,35.0024,-120.44152,Bakersfield,US,Nipomo
5408,Morris Performing Arts Center,1089,,211 North Michigan Street,46601,41.6782269,-86.2505213,Fort Wayne,US,South Bend
5409,Kelsey Theater,3367719,,700 Park Ave.,33403,26.79825,-80.06733,Fort Lauderdale,US,West Palm Beach
5410,The Kelsey Theater,4208834,,700 Park Ave,,26.79829,-80.06681,Tampa,US,Lake Park
5411,Sam's Town Hotel & Gambling Hall,863,,1477 Casino Strip Resort Boulevard,38664,34.8191179,-90.4116654,Memphis,US,Robinsonville
5412,Sam's Town Hotel & Gambling Hall,114389,,315 Clyde Fant Pkwy,71101,32.5186693,-93.7457497,Shreveport,US,Shreveport
5413,Sam's Town Hotel & Gambling Hall,110378,,5111 Boulder Highway,89122,36.111784,-115.060916,Las Vegas,US,Las Vegas
5414,"Roxy's Lounge, Sam's Town Hotel & Gambling Hall",1378871,,5111 Boulder Highway,89122,36.111784,-115.060916,Las Vegas,US,Las Vegas
5415,"Sam's Town Hotel & Casino, Grand Ballroom",122878,,,71101,32.50991,-93.74859,Shreveport,US,Shreveport
5416,"River Palace Entertainment Center, Sam's Town Hotel & Casino",248986,,,,,,Memphis,US,Tunica
5417,Amalie Arena,1056,21500,401 Channelside Dr.,33602,27.9425879,-82.4519634,Tampa,US,Tampa
5418,Von Braun Center Arena,1498,,700 Monroe St. Sw,35801,34.72656,-86.58993,Huntsville,US,Huntsville
5419,"Propst Arena, Von Braun Center",3076109,,700 Monroe St SW,35801,34.7266589,-86.590289,Huntsville,US,Huntsville
5420,"Grandstand, South Dakota State Fair",1448,,890 3rd Street SW,57350,44.36328,-98.2289,Sioux Falls,US,Huron
5421,Higher Ground,921,800.0,1214 Williston Rd.,05403,44.468887,-73.17564,Burlington,US,South Burlington
5422,"Ballroom, Higher Ground",1390108,,1214 Williston Rd.,05403,44.46889,-73.17564,Burlington,US,South Burlington
5423,"Showcase Lounge, Higher Ground",80176,,1214 Williston Road,05403,44.46889,-73.17564,Burlington,US,South Burlington
5424,Higher Ground,340696,,28253 Meadow Dr.,80437,39.036055,-108.5163483,Denver,US,Grand Junction
5426,Higher Ground,279341,,3612 Hessmer Avenue,70001,30.0074441,-90.1634511,New Orleans,US,Metairie
5429,Higher Ground Baptist Church,752096,,1625 Lynn Garden Dr,37665,36.58137,-82.56768,Kingsport,US,Kingsport
5433,Higher Ground,3518719,,,,33.7455547,-116.7142835,Idyllwild,US,Idyllwild
5434,Higher Ground Coffee House,2187499,,3721 Harrison Ave,45211,39.156122,-84.612187,Cincinnati,US,Cincinnati
5436,Higher Ground Music Festival,2643248,,RiNo/Lo-Hi,,39.737567,-104.9847179,Denver,US,Denver
5437,Higher Ground Co-housing,606066,,1905 Ne Higher Ground Ave,97701,44.076347,-121.27729,Salem,US,Bend
5438,Higher Ground,683571,,,,,,Twin Cities,US,Eau Claire
5439,Higher Ground Rehearsal Studios,3135149,,208 Commerce Dr,80524,40.5875273,-105.0463212,Cheyenne,US,Fort Collins
5440,Higher Ground Pas,807006,,,,,,Cape Coral,US,Port Charlotte
5442,Higher Ground Side Room,3277564,,,,44.4758825,-73.212072,Burlington,US,Burlington
5443,Higher Ground Music Festival,1884308,,,,,,Central City,US,Central City
5444,Higher Ground Coffee Shop,2064359,,4002 N. 3300 E.,83341,42.5786865,-114.4013662,Twin Falls,US,Twin Falls
5445,Higher Ground Outdoor Parking Lot,1551078,,,,44.4669941,-73.1709604,Burlington,US,South Burlington
5446,Higher Ground Co-housing Community's Common House,2212874,,2582 NE Daggett Ln.,97701,44.075182,-121.27872,Salem,US,Bend
5447,Higher Ground Ministries,2926078,,813 S. Kansas Ave,66603,39.048333,-95.675236,Overland Park,US,Topeka
5448,United Center,521,23500.0,1901 West Madison St,60612,41.88063,-87.67405,Chicago,US,Chicago
5449,United Center,404541,,1440 Colorado Boulevard,80452,39.74291,-105.51727,Idaho Springs,US,Idaho Springs
5450,BankUnited Center,15890,,1245 Dauer Drive,33146,25.7150805,-80.2791777,Miami,US,Coral Gables
5451,United Irish Cultural Center,48402,400.0,2700 45th Avenue,94116,37.735966,-122.502793,SF Bay Area,US,San Francisco
5452,Arts United Center,1875433,,303 E. Main,,41.0807312,-85.1363104,Fort Wayne,US,Fort Wayne
5453,First United Bank Center,324736,,3301 4th Ave.,79016,34.9797609,-101.9080653,Amarillo,US,Canyon
5454,United Christian Youth Center (ucyc),3235764,,1400 Paradise Valley Rd.,86303,34.530974,-112.4962148,Glendale,US,Prescott
5455,United Center,319976,,,,,,Philadelphia,US,Philadelphia
5456,United Methodist Church City Center,746591,,,,,,Glendale,US,Sun City
5457,St. Luke United Methodist Church Ministry Center,2502444,,,,,,Columbus,US,Columbus
5458,United Center Plaza,4273034,,500 Virginia Street East,25301,38.35123,-81.6378,Charleston,US,Charleston
5459,United Training Center,2380909,,7619 Martin Way E.,98516,47.05363,-122.77802,Tacoma,US,Olympia
5460,Center United Methodist Church,1213556,,6142 Lake Brandt Rd,27455,36.194059,-79.840153,Greensboro,US,Greensboro
5461,San Diego United Training Center,2637928,,7698 Miramar Road,92126,32.887173,-117.150947,San Diego,US,San Diego
5462,United Airlines Maintenenance Ops Center,131234,,,,,,SF Bay Area,US,San Francisco
5463,"Children's Center, Crossgates United Methodist Church",1870168,,,,32.2732024,-89.9859158,Jackson,US,Brandon
5464,"Burnside Family Life Center, Marysville United Methodist Church",2823068,,207 South Court St.,,40.235271,-83.3683582,Marysville,US,Marysville
5465,"Family Life Center, First United Methodist Church of Austin",859601,,304 W. 13th St.,78701,30.276121,-97.742991,Austin,US,Austin
5468,First United Methodist Church,2079789,,,,,,Clay Center,US,Clay Center
5475,United Teen Equality Center,3113309,,35 Warren Street,01852,42.6427093,-71.3062871,Manchester,US,Lowell
5476,Sun City Center United Community Church,3379394,,1210 Del Webb Blvd W,33573/33569,35.1072166,-90.0385149,Tampa,US,Riverview
5477,Center United Methodist Church,3004949,,4444 Georgia Hwy 14,30474,32.0980966,-82.3666399,Vidalia,US,Vidalia
5478,Brooklyn United Methodist Church,1543318,,7200 Brooklyn Blvd.,55429,45.0852668,-93.3415195,Twin Cities,US,Brooklyn Center
5479,St. Marks United Methodist Church - Family Life Center,4109479,,8550 Pioneers Blvd,68520,40.77088,-96.604,Lincoln,US,Lincoln
5480,Weesner Family Amphitheater,4288134,,13000 Zoo Blvd,55124,44.76743,-93.19577,Twin Cities,US,Apple Valley
5481,Santander Performing Arts Center,2457274,,136 N. Sixth St.,19601,40.3378547,-75.9258472,Wilmington,US,Reading
5482,McCallum Theatre for the Performing Arts,1129,1127,73000 Fred Waring Dr.,92260,33.7287805,-116.3910885,San Diego,US,Palm Desert
5483,Peabody's Nightclub - Va,4012759,,,23451,36.86436,-75.99857,Norfolk,US,Virginia Beach
5484,Peabody's Nightclub,2813223,,209 21st St.,23451,36.86785,-76.28655,Norfolk,US,Norfolk
5485,Temple Nightclub,4012139,,1136 Broadway,80203,39.73445,-104.987,Denver,US,Denver
5486,Temple Nightclub,4034874,,,,,,SF Bay Area,US,San Francisco
5487,Maverik Center,34524,,3200 Decker Lake Dr.,84119,40.70285,-111.950616,Salt Lake City,US,West Valley City
5488,"Timberwood Amphitheater, Magic Springs Water & Theme Park",108736,,1701 E. Grand Ave.,71901,34.5175,-93.018626,Little Rock,US,Hot Springs
5489,The Rendezvous Event Center,3953589,,78786 U. S. 40,80482,39.9197,-105.78564,Winter Park,US,Winter Park
5490,Scope Plaza,3031709,,East Brambleton Avenue,23510,36.85362,-76.2831,Norfolk,US,Norfolk
5491,Wisconsin State Fair Park,17025,5000.0,640 S. 84th St.,53214,43.02406,-88.01584,Milwaukee,US,West Allis
5492,Central Wisconsin State Fair,837206,,513 East 17th Street,54449,44.6519642,-90.1744362,Marshfield,US,Marshfield
5493,Wisconsin State Fair,4263414,,,53214,43.01694,-88.01674,Milwaukee,US,Milwaukee
5494,"Associated Bank Amphitheater, Wisconsin State Fair Park",3950409,,640 S. 84th St.,53214,43.02444,-88.0159,Milwaukee,US,West Allis
5495,"Miller Lite Sports Bar & Grill, Wisconsin State Fair",1400603,,8100 W Greenfield Ave,,43.0167541,-88.0117479,Milwaukee,US,West Allis
5496,Northern Wisconsin State Fairgrounds,837216,,331 Jefferson Avenue,54729,44.95222,-91.39646,Chippewa Falls,US,Chippewa Falls
5497,Brighton Music Hall presented by Citizens Bank,1167706,300,158 Brighton Ave.,02134,42.35287,-71.13259,Boston / Cambridge,US,Boston
5498,Celebrity Theatre,1019,,440 N. 32nd St.,85008,33.4544202,-112.0145748,Phoenix,US,Phoenix
5499,Celebrity Theatre,55051,,201 E Broadway,92805,33.8341316,-117.9113978,Los Angeles,US,Anaheim
5501,"Celebrity Theatre, Dollywood",3057284,,1020 Dollywood Ln,37863,35.78971,-83.53658,Knoxville,US,Pigeon Forge
5502,Celebrity Theatre,253921,,,,,,Salt Lake City,US,Park City
5503,Bally's Las Vegas,13536,1450.0,3645 Las Vegas Blvd S,89109,36.1142773,-115.1709763,Las Vegas,US,Las Vegas
5504,TD Garden,518,17565.0,100 Legends Way,02114,42.36619,-71.06215,Boston / Cambridge,US,Boston
5505,CTC Garden,1652368,,1102 E. Cesar Chavez St.,78702,30.2602326,-97.7332515,Austin,US,Austin
5508,Newport Blues Cafe,42775,,,02840,41.4712,-71.31712,Providence,US,Newport
5509,Newport Blues Cafe,405931,,,,,,Avon,US,Avon
5510,Mayo Performing Arts Center,1078,1302.0,100 South St.,07960,40.794271,-74.47796,Newark,US,Morristown
5511,"Community Theatre, Mayo Center for the Performing Arts",41259,,100 South St.,07960,40.79427,-74.47796,Newark,US,Morristown
5512,Sunset Cove Amphitheater,68894,,20405 Amphitheater Cir.,33498,26.372377,-80.237016,Fort Lauderdale,US,Boca Raton
5513,Riverbend Music Center,473,20500,6295 Kellogg Avenue,45230,39.052082,-84.416862,Cincinnati,US,Cincinnati
5514,Isleta Resort & Casino - Showroom,1034691,,11000 Broadway SE,87105,34.93799,-106.66235,Albuquerque,US,Albuquerque
5515,Ikeda Theatre,4012104,,,85211,33.41805,-111.83139,Mesa,US,Mesa
5516,Garden Grove Amphitheatre (Garden Amp),2740283,540.0,12762 Main St.,92840,33.77701,-117.9406,Los Angeles,US,Garden Grove
5517,The Locker Room inside Garden Amp,4215889,,12762 Main St,92840,33.77679,-117.9406,Los Angeles,US,Garden Grove
5518,The Iron Horse,2485289,,320 West Pearl Street,39203,32.299697,-90.1918918,Jackson,US,Jackson
5521,The Iron Horse Restaurant,1320541,,100 South Railroad Ave.,23005,37.7587885,-77.4815168,Richmond,US,Ashland
5524,The Iron Horse Hotel Milwaukee,4338704,,,,,,Milwaukee,US,Milwaukee
5526,Tulalip Resort Casino,498706,,10400 Quil Ceda Blvd,98271,48.09407,-122.18802,Seattle,US,Tulalip
5527,The Sinkhole,3417659,,7423 S Broadway,63111,38.54849,-90.25708,St Louis,US,St Louis
5528,The Sinkhole,3992979,,,55414,44.97818,-93.21573,Twin Cities,US,Minneapolis
5529,The Forge - Il,4012174,,,60432,41.53971,-88.04609,Aurora,US,Joliet
5530,The Forge,3526294,,22 W Cass St,60432,41.52764,-88.08207,Aurora,US,Joliet
5531,The Forge Pub,1978584,,3400 w 127th,60406,41.6623718,-87.7047808,Chicago,US,Blue Island
5532,Edelweiss Port,4298104,,,53203,43.04186,-87.91632,Milwaukee,US,Milwaukee
5533,H-E-B Center at Cedar Park,3292249,8000.0,2100 Avenue of the Stars,78613,30.54136,-97.82023,Austin,US,Cedar Park
5534,H-E-B Center at Cedar Park,4169239,,,,,,Austin,US,Austin
5535,Ford Park Event Center,2574,,5115 Interstate 10 South,77705,30.01781,-94.17216,Houston,US,Beaumont
5536,Ford Park,38731,,530 S Frontage Rd E,81657,39.63946,-106.3648,Denver,US,Vail
5537,Ford Park - Arena,34445,8500.0,5115 Interstate 10 South,77705,30.01781,-94.172162,Houston,US,Beaumont
5538,Ford Festival Park,1300926,40000.0,2535 West Ripple Ave.,54904,43.96695,-88.59947,Milwaukee,US,Oshkosh
5539,Ford Park Event Center - Pavilion & Arena,90024,18000.0,5115 IH-10 South,77705,30.0772724,-94.1349036,Houston,US,Beaumont
5540,Ford Park - Ymbl Fairgrounds,2561904,,,,30.080174,-94.1265562,Houston,US,Beaumont
5541,Gerald R Ford Park,38955,,",",81657,39.6426112,-106.3920498,Denver,US,Vail
5543,Ford Park - Beaumont - Beaumont,3408234,,,,30.080174,-94.1265562,Houston,US,Beaumont
5544,Crooked Creek Horse Park,3523234,,,,40.7722865,-79.5297673,Pittsburgh,US,Ford City
5545,The Howlin' Wolf,231,1200.0,907 S. Peters St.,70130,29.94272,-90.06606,New Orleans,US,New Orleans
5547,The Howlin' Wolf NorthShore,67761,,1623 Montgomery St.,70448,30.3595568,-90.0564555,Mandeville,US,Mandeville
5548,The Den at the Howlin' Wolf,811416,,901 S. Peters St.,70130,29.94288,-90.06604,New Orleans,US,New Orleans
5549,Bottom Lounge,17091,300.0,1375 W Lake St,60607,41.8853345,-87.6617969,Chicago,US,Chicago
5550,Bottom Lounge - Volcano Room,1345016,,1375 W Lake St,60607,41.8853345,-87.6617969,Chicago,US,Chicago
5551,The Bottom Lounge - 3206 N Wilton Ave. Location,1397628,,3206 N Wilton Ave.,60657,41.9401882,-87.6531269,Chicago,US,Chicago
5552,The Gateway Restaurant & Lounge,3081979,,227 W. 8th Street,08008,39.6520505,-74.1798589,Ship Bottom,US,Ship Bottom
5553,Turf Club,11249,300.0,1601 University Ave. W.,55104,44.95585,-93.16805,Twin Cities,US,St. Paul
5555,Turf Club,1994999,,,,,,SF Bay Area,US,Hayward
5556,Clown Lounge (Turf Club basement),831831,,1601 University Ave. W.,55104,44.95585,-93.16805,Twin Cities,US,St. Paul
5567,Surf Club,954781,,,08753,39.9741059,-74.1592278,Jersey City,US,Toms River
5571,Seminole Turf Club,407421,,,,28.677775,-81.3278455,Orlando,US,Casselberry
5575,The Historic Turf Club,4333288,,734 Falls Ave,83301,42.57729,-114.46467,Twin Falls,US,Twin Falls
5576,Viejas Casino & Turf Club,877111,,,,,,San Diego,US,Alpine
5578,Surf Club,86761,,,,,,El Paso,US,El Paso
5580,The Turf Club at Hawthorne Race Course,3742444,,3501 S Laramie Ave,60804,41.8285376,-87.7515396,Chicago,US,Chicago
5582,Aqua Turf Club,3731369,,556 Mulberry Street,06479,41.574095,-72.8759434,Southington,US,Southington
5583,Turf Club,3505339,,,,42.5629668,-114.4608711,Twin Falls,US,Twin Falls
5584,The Firmament,3654229,,5 Market Point Dr,29607,34.82434,-82.29936,Charlotte,US,Greenville
5585,The Moore Theatre,1109,,1932 2nd Avenue,98101,47.6116891,-122.3415211,Seattle,US,Seattle
5586,"Moore Theatre, Green Center for the Performing Arts",3806629,,605 S. College Ave.,46135,39.63905,-86.86256,Indianapolis,US,Greencastle
5589,Baby's All Right,2445014,,146 Broadway,11211,40.709985,-73.96347,New York,US,Brooklyn
5590,Diamond Jo Casino - Dubuque,133143,,301 Bell Street,52001,42.49741,-90.65907,Madison,US,Dubuque
5591,"Mississippi Moon Bar, Diamond Jo Casino",127972,,301 Bell Street,52001,42.4975,-90.65888,Madison,US,Dubuque
5592,Capital Ale House Music Hall,310111,,619 E Main St,23219,37.53928,-77.43874,Richmond,US,Richmond
5593,Capital Ale House,3808444,,13831 Village Place Drive,23114,37.50337,-77.65687,Richmond,US,Midlothian
5594,Capital Ale House - Innsbrook,3092704,,Innsbrook Shoppes,23060,37.665978,-77.5063739,Richmond,US,Glen Allen
5595,Capital Ale House - Fredericksburg,3077824,,917 Caroline St.,22401,38.3034,-77.45896,Fredericksburg,US,Fredericksburg
5596,Capital Ale House - Harrisonburg,2851688,,41 Court Square,23219,38.4498575,-78.8697159,Richmond,US,Harrisonburg
5597,Observatory North Park,2856348,1100,2891 University Avenue,92104,32.74818,-117.13138,San Diego,US,San Diego
5598,Musica,6642,450.0,51 E Market Street,44308,41.0849454,-81.5160214,Akron,US,Akron
