,venue_name,id,capacity,street,zip,latitude,longitude,metro_area
11727,The Old Church-or,4304704,,,97201,45.5056,-122.68821000000001,Portland
11728,The Old Church Portland,3412379,,,,45.52306220000001,-122.67648159999999,Portland
11729,One Centre Square,3495534,,5 CENTRE SQUARE,18042,40.69105,-75.20823,Philadelphia
11730,Square One Shopping Centre,2515729,,,,43.58904520000001,-79.6441198,Mississauga
11731,Town Hall,2872,1500.0,123 W. 43rd St.,10036,40.7561154,-73.98445040000001,New York
11732,Irvington Town Hall Theater,10773,432.0,85 Main Street,10533,41.03918,-73.86788,Yonkers
11733,Flushing Town Hall,156068,,137-35 Northern Boulevard,11354,40.76388,-73.830028,New York
11734,Harrietstown Town Hall,435066,,,12983,44.329496,-74.1312662,Saranac Lake
11735,Irondequoit Town Hall,3193934,,1200 Titus Avenue,14617,43.211475,-77.583938,Rochester
11736,Islip Town Hall West,2807018,,401 Main Street,11751,40.730196899999996,-73.21655799999998,Islip
11737,Town Hall,222323,,,,,,Yonkers
11738,Chestertown Town Hall,2296264,,6307 State Route 9,12817,43.648651,-73.805133,Plattsburgh
11739,Levittown Town Hall,1357926,,201 Levittown Parkway,11801,40.7549305,-73.54247029999998,New York
11740,Town Hall Opry,2615153,,15 North Main Street,,42.290310999999996,-75.48103909999998,Rochester
11741,Penfield Town Hall Amphitheater,2574019,,3100 Atlantic Avenue,14526,43.16095900000001,-77.446125,Rochester
11742,Town Hall,87014,,,,,,Buffalo
11743,Islip Town Hall Theater,2641188,,401 Main Street,11751,40.730196899999996,-73.21655799999998,Islip
11744,Greece Town Hall Campus,3339384,,1 Vince Tofany Blvd.,14612,43.258379299999994,-77.6980595,Rochester
11745,Burton Hall (easton Town Hall),3866264,,1071 NY-40,12834,43.1036809,-73.52341070000001,Yonkers
11746,Lucas Oil Stadium,14734,,500 S Capitol Ave,46225,39.75971,-86.16464,Indianapolis
11747,Charlotte Coliseum,43006,,100 Paul Buck Blvd.,28217,35.1867,-80.91069,Charlotte
11748,Bojangles' Coliseum,4722,,2700 E. Independence Blvd.,28205,35.20509000000001,-80.7953,Charlotte
11749,Greenville Memorial Coliseum,74280,,,,,,Charlotte
11750,Showroom at Casino Arizona,4012739,,,85271,33.47,-111.92,Scottsdale
11751,The Showroom at Casino Arizona at Salt River,1176806,,524 N 92nd St,85256,33.45432,-111.88564,Scottsdale
11752,French Lick Resort & Casino,15951,,8670 West State Road 56,47432,38.5053,-86.72043000000002,Louisville
11753,French Lick Resort,4017234,,,47432,38.54894,-86.61999,Louisville
11754,French Lick Springs Resort & Casino,414636,,,,38.5489431,-86.6199914,Louisville
11755,White Eagle Hall,3512064,,339 Newark Ave.,07302,40.72503,-74.05183000000002,Jersey City
11756,White Eagle Polish Hall,99535,,90 Dock Street,V8V 2A1,48.4167749,-123.38245239999999,Victoria
11757,White Eagle Hall,655751,,,,,,Chesham
11758,White Eagle Hall,669916,,,,,,Nanaimo
11759,Key Bank Pavilion,4206609,,,,,,Pittsburgh
11760,Key Bank Pavilion - VIP Club Ent for Jason Aldean,4278734,,,,,,Pittsburgh
11761,Theatre Three,3390624,,,75201,32.78633,-96.79625,Dallas - Fort Worth
11762,Harvester Performance Center,2628628,,450 Franklin St.,24151,36.99669,-79.89202,Richmond
11763,"Landing Pad Stage, Harvester Performance Center",3111084,,,,36.997640000000004,-79.89198,Richmond
11764,Harvester Performance Center,4300034,,,,,,Winston-Salem
11765,Warner Theatre,647,1900.0,1299 Pennsylvania Ave Nw,20004,38.89628,-77.02828000000002,Washington
11766,Purgatory at The Masquerade,1135851,220.0,75 MLK Jr Drive SW,30303,33.75103,-84.39028,Atlanta
11767,Packard Music Hall,112503,,1703 Mahoning Ave NW,44483,41.25132,-80.83046999999998,Warren
11768,Tivoli Theatre,10989,,709 Broad St,37402,35.04795,-85.31076999999998,Chattanooga
11769,Tivoli Theatre,44012,,138 Francis Street,Dublin 8,53.342330000000004,-6.27602,Dublin
11770,Tivoli Theatre,36755,,19 West Borough,BH21 1LT,50.8014136,-1.9886825000000001,Bournemouth
11771,The Tivoli,32193,,52 Costin St.,4006,-27.452118300000002,153.0315985,Brisbane
11772,Tivoli Theatre,1283611,,5021 Highland Ave.,60515,41.79595,-88.00917,Chicago
11773,Tivoli Theatre,3347099,,Guild Street,AB11 6NB,57.144909999999996,-2.0973900000000003,Aberdeen
11774,Rivoli Theatre,413621,,219 S. Main Street,61462,40.9099848,-90.64829,Monmouth
11775,Tivoli Theatre,1481468,,3333 14th St Nw,20010,38.930813799999996,-77.03254809999999,Washington
11776,Tivoli Theatre,550916,,,,,,Kansas City
11777,Théâtre Tivoli,596851,,2 Rue Franklin Roosevelt,,48.001509399999996,2.7334917,Montargis
11778,Tivoli Varietry Theatre,4061469,,,,,,Dublin
11779,Tivoli Variety Theatre,3979319,,,,,,Dublin
11780,Tivoli Theatre,3174964,,6350 Delmar Blvd,63130,38.655658700000004,-90.30337990000001,St Louis
11781,Kay Yeager Coliseum,1532,,1000 Fifth St.,76301,33.913579999999996,-98.49674,Dallas - Fort Worth
11782,Crafthouse Stage and Grill,3195353,,5024 Curry Road,15236,40.35005,-79.99654,Pittsburgh
11783,The Aquarium,37646,,"226 Broadway N, Second Floor",58102,46.878966,-96.78789300000001,Fargo
11784,191 Toole,2502609,,191 E Toole Ave,85701,32.2249416,-110.96898359999999,Tucson
11785,191 E Toole Ave,3998759,,191 East Toole Avenue,85701,32.22495,-110.96897,Tucson
11786,North Island Credit Union Amphitheatre,4087724,,,91911,32.60597,-117.0441,San Diego
11787,Athenaeum Theatre,2147,,2936 North Southport Avenue,60657,41.93545,-87.66386999999996,Chicago
11788,Athenaeum Theatre One,796141,1000.0,188 Collins Street,3000,-37.81483,144.96726,Melbourne
11789,The Athenaeum Theatre,3884249,,32 N. 4th St.,43215,39.963770000000004,-82.99602,Columbus
11790,Basile Theatre at the Historic Athenaeum,3211443,,407 East Michigan St.,46204,39.77375,-86.15028000000002,Indianapolis
11791,New Athenaeum Theatre,3999654,,The Octagon,,-45.87441,170.50312,Dunedin
11792,Michiana Event Center,3927259,,455 E Farver St.,46565,41.669039700000006,-85.57953990000001,Fort Wayne
11793,Bigs Sports Bar,2373489,,3110 W 12th St.,57104,43.54403,-96.76833,Sioux Falls
11794,LOL Sports Bar,3663559,,,,-21.1704008,-47.81032379999999,Ribeirao Preto
11795,CBD Sports Bar,944886,,112 Burelli Street,2500,-34.4263194,150.890332,Wollongong
11796,BUBS Sports Bar,3485534,,Alvin,77511,29.4351297,-95.2294442,Houston
11797,MVP Sport's Bar,2066094,,"Av Americo Vespucio, C.C. Golf Plaza Local 6",6001,,,Caracas
11798,G Sports Bar,1529978,,Stone Oak Pkwy,,29.650561,-98.471508,San Antonio
11799,PCH Sports Bar,3706269,,1835 S Coast Hwy,92054,33.1738489,-117.36143159999999,San Diego
11800,Majestic Theatre,30178,600.0,115 King Street,53703,43.074528,-89.3807714,Madison
11801,Majestic Theatre,955,1000.0,4120 Woodward Avenue,48201,42.35113,-83.06013,Detroit
11802,Majestic Theatre,528,,224 East Houston Street,78205,29.426488399999997,-98.4906252,San Antonio
11803,Majestic Theatre,498771,,1925 Elm Street,75201,32.78236,-96.7949,Dallas - Fort Worth
11804,"Garden Bowl, Majestic Theatre",140308,,4120 Woodward Ave.,48202,42.351053,-83.0602999,Detroit
11805,Majestic Theatre,343456,,115 Southwest 2nd Street,97333,44.563615999999996,-123.259662,Salem
11806,"Cutler Majestic Theatre, Emerson College",37941,,219 Tremont St.,02116,42.35158,-71.06482,Boston / Cambridge
11807,Majestic Theatre-mi,4012404,,,48201,42.3485,-83.0603,Detroit
11808,Majestic Theatre-wi,4012264,,,53703,43.08332,-89.37248000000002,Madison
11809,The Majestic Theatre,68489,,Corronation Street,DN22 6DX,53.3213,-0.9427399999999999,Retford
11810,The Majestic Café,555676,,4120 Woodward Avenue,48201,42.351053,-83.0602999,Detroit
11811,Majestic Theatre,892021,,390 Duckworth St,A1C 1H8,47.5622836,-52.7109372,Saint John's
11812,Majestic Theatre,1618713,,322 MAIN ST,S0K 0M0,52.0563891,-107.9848602,Saskatoon
11813,Majestic Theatre,239108,,1027 North Forest Street,98225,48.745578,-122.479727,Seattle
11814,Majestic Theatre Pomona,3795834,,3 Factory Street,4568,-26.365609999999997,152.85755,Brisbane
11815,Majestic Theatre,3345274,,66 Jiangning Rd,,31.236495399999995,121.45088510000001,Shanghai
11816,The Majestic Theatre,1767498,,3 Factory Street,4568,-26.3656935,152.857449,Brisbane
11817,Majestic Theatre,3402539,250.0,78 – 80 Bondgate,DL3 7JT,54.5269576,-1.5583303,Darlington
11818,Majestic Theatre,71972,,245 West 44th Street,10036,40.75840039999999,-73.9882148,New York
11819,Majestic Theatre,74664,,,,,,Buffalo
11820,The Majestic Theatre,338161,,,,,,Tulsa
11821,Majestic Theatre,115452,,,,,,Canterbury
11822,Majestic Theatre,101515,,,,,,Christchurch
11823,The Majestic Theatre,2556809,,Central Road,,-26.157061,28.058532,Johannesburg
11824,Marcus Majestic Bistro Theatre,2015754,,,,43.0605671,-88.1064787,Milwaukee
11825,The Youngstown Foundation Amphitheatre,4247064,,,44503,41.099,-80.65211,Akron
11826,Surly Brewing Festival Field,3254969,,520 Malcolm Ave. SE,55414,44.97323,-93.20976999999999,Twin Cities
11827,Levitt Shell at Overton Park,4263284,,Overton Park 1928 Poplar Avenue,38104,35.14566,-89.99486,Memphis
11828,Tioga Sequoia Brewery,3867669,,745 Fulton St,93721,36.730959999999996,-119.78844,Fresno
11829,Oracle Arena,615,,7000 Coliseum Way,94621,37.7515541,-122.20157150000001,SF Bay Area
11830,Oracle Arena & O.co Coliseum,2589683,,7000 Coliseum Way,,37.7515541,-122.20157150000001,SF Bay Area
11831,The Hamilton Live,1611908,500.0,600 14th St. NW,20005,38.89749000000001,-77.03215420000002,Washington
11832,The Studio at Hamilton Place,35612,,1 Summers Lane,L8P 4Y3,43.256235600000004,-79.87249240000001,Hamilton
11833,The Casbah,32659,,306 King Street West,L8P 1B1,43.2593716,-79.8784336,Hamilton
11834,The Hamilton Loft,1927149,,600 14th St. NW,20005,38.89749000000001,-77.03215,Washington
11835,The Hamilton,2392944,,600 14th St. NW,20005,38.8975057,-77.0321395,Washington
11836,The Doors Pub,1259986,,56 Hess Street South,L8P 3N3,43.2573705,-79.878024,Hamilton
11837,The Corktown Pub,85191,,175 Young Street,L8N 1G7,43.24968,-79.86433000000002,Hamilton
11838,The Studio (formerly the Studio at Hamilton Place),3400934,,1 Summers Lane,L8P 4Y3,43.25676,-79.87209,Hamilton
11839,The Baltimore House,1830853,,43 King William Street,,43.2571527,-79.8672312,Hamilton
11840,The Underground,43457,,41 Catharine St N,L8R 1A4,43.2565747,-79.86486359999998,Hamilton
11841,The Pearl Company,775941,,16 Steven Street,L8L5N3,43.25292,-79.85161,Hamilton
11842,The Yot Club,848181,,9 Bow St,3225,-37.8,174.86843000000005,Hamilton
11843,The Back Bar,2903613,,,,-37.78700120000001,175.279253,Hamilton
11844,The Town House,744891,,102 Cadzow Street,ML3 6HH,55.77782,-4.03874,Glasgow
11845,The Community House of Hamilton and Wenham,2835393,,284 Bay Road,01982,42.6129346,-70.87235840000002,Wenham
11846,The Spice Factory,2558589,,121 Hughson St North,L8R 1G7,43.2599,-79.86633,Hamilton
11847,The Hamilton Kitchen & Bar,3346524,,,,40.6084305,-75.4901833,Philadelphia
11848,The Duke of Hamilton,1508653,,"23-25 New End, Hampstead",NW3 1JD,51.5588435,-0.177724,London
11849,The Arnie Mohawk College,76690,,135 Fennell Ave West Hamilton ON - MSA,L8N3T2,43.2388841,-79.8875386,Hamilton
11850,The Brain,2027429,,199 James St. North,,43.2618448,-79.86679000000002,Hamilton
11851,The Royal Hamilton Yacht Club,2755888,,555 Bay Street North,,43.2742251,-79.8640469,Hamilton
11852,The Harp,217658,,,,,,Hamilton
11853,The Factory,3943934,,28 Alexandra Street,3204,-37.79015,175.28418,Hamilton
11854,The Meeting House,34970,,2700 Bristol Circle,L1Z1W7,43.511359999999996,-79.6871,Hamilton
11855,The Big Hamilton,1426918,,,,,,Nashville
11856,The Cat and Fiddle,2849838,,174 John Street South,L8N 2C6,43.25150479999999,-79.8683542,Hamilton
11857,The Whistling Walrus,745236,,1508 Upper James St.,L9B 1K3,43.206776500000004,-79.8913032,Hamilton
11858,The New Hamilton Club,68935,,William Street,,53.391289,-3.0171728,Liverpool
11859,The Old School Arts Centre,2761028,,Stewart Street,3225,-37.8031357,174.8704401,Hamilton
11860,The Gasworks,2902168,,141 Park Street North,L8R 2N4,43.26213,-79.8702504,Hamilton
11861,The Capitol Bar,3736174,,973 King St E,,43.2514355,-79.8354551,Hamilton
11862,The Ship,894126,,,,,,Hamilton
11863,The Jet Hall,3159219,,746 Barton St E,,43.25542700000001,-79.83289659999998,Hamilton
11864,The Little Grasshopper,3568469,,37 Barton St E,L8L 2V6,43.2633585,-79.86342459999999,Hamilton
11865,The Foster Home,4220574,,,,,,Hamilton
11866,The Local Te Rapa,3800259,,36 Bryant Road,3200,-37.75723,175.2476,Hamilton
11867,The Niblick Pub,2102134,,"1011 Upper Middle Road East, Oakville, Ontario",,43.483727,-79.6945815,Hamilton
11868,Into The Abyss,3764289,,"19 Locke St South, unit A",L8P4A7,43.2602752,-79.8834619,Hamilton
11869,The Cat n' Fiddle,3109229,,174 John Street N,,43.2609506,-79.8642734,Hamilton
11870,The Rude Native Bistro & Lounge,1885448,,"170 Lakeshore Road, East",L5G 1G1,43.557128999999996,-79.5803614,Hamilton
11871,The Fairmont Hamilton Princess,2476799,,76 PITTS BAY ROAD,HM 08,32.2906117,-64.792835,Hamilton
11872,The Hamilton Strand Restaurant,742556,,,,,,Melbourne
11873,The Hamilton Caledonian Inn,2620523,,,,-37.7444183,142.02194599999999,Ballarat
11874,The Jeff Hamilton Gallery,3949779,,935 Wall Street,,34.0380145,-118.2528572,Los Angeles
11875,The Staircase,852951,,27 Dundurn Avenue North,L8R 3C9,43.26329000000001,-79.887857,Hamilton
11876,The Office,2111409,,109 W Main Street,59840,46.2470704,-114.15574369999999,Hamilton
11877,The Shops At 3900 Hamilton,3673479,,,,40.6084305,-75.4901833,Philadelphia
11878,The Waltz,745106,,,,,,Hamilton
11879,The Snooty Fox,293311,,1011 King Street West,L8S 1L1,43.262043299999995,-79.9053724,Hamilton
11880,The Ancaster Fair,2352889,,630 Trinity Rd S,L0R 1R0,43.1885985,-80.04283000000002,Hamilton
11881,The Stache at the Intersection,2194624,,133 Grandville Ave. SW,49503,42.96008,-85.67409,Grand Rapids
11882,"The Intersection, Front Lounge",706496,,"133 Grandville Ave., S.W",49503,42.960082,-85.674089,Grand Rapids
11883,The Intersection,1954154,,Strauss Park - 3534 Washington Ave.,63103,38.638602,-90.230997,St Louis
11884,The Intersection,3228954,,905 North McDonald Road,99216,47.6672203,-117.22895020000001,Spokane
11885,The Intersection,3752204,,,,35.96063839999999,-83.9207392,Knoxville
11886,The Intersection Of,3002699,,,92103,32.749789,-117.16765009999999,San Diego
11887,Elevations at The Intersection,3825474,,,,,,Grand Rapids
11888,BMO Harris Pavilion,1856403,,200 N. Habor Dr.,53202,43.03155,-87.89999,Milwaukee
11889,White Oak Event Space,4269494,,,27403,36.073370000000004,-79.82406999999998,Greensboro
11890,The Novo by Microsoft,2871953,,800 W. Olympic Blvd.,90015,34.0449376,-118.2654979,Los Angeles
11891,Ford Idaho Center,5244,,16200 N. Idaho Center Blvd.,83687,43.608344,-116.50945800000001,Boise
11892,Ford Center,1487468,,1 SE Seventh St.,47708,37.9734,-87.56756999999998,Louisville
11893,Ford Park Event Center,2574,,5115 Interstate 10 South,77705,30.017809999999997,-94.17215999999999,Houston
11894,Ford Community & Performing Arts Center,100820,1201.0,15801 Michigan Avenue,48126,42.31358,-83.19702,Detroit
11895,"Oriental Theatre, Ford Center for the Performing Arts",248736,,24 W Randolph,60601,41.8846093,-87.62875279999999,Chicago
11896,Arena at Ford Idaho Center,2929118,,16200 Can-ada Rd,83687,43.619820000000004,-116.51312,Boise
11897,Chesapeake Energy Arena,626796,,100 W. Reno Ave.,73102,35.46339000000001,-97.51459,Oklahoma City
11898,Ford Park Event Center - Pavilion & Arena,90024,18000.0,5115 IH-10 South,77705,30.0772724,-94.1349036,Houston
11899,"Gertrude C. Ford Center for the Performing Arts, University of Mississippi",107415,,351 University Avenue,38655,34.3654172,-89.5287463,Oxford
11900,Ford Center,3509824,,Nine Cowboys Way,75034,33.10951,-96.82722,Plano
11901,Ford Center for the Performing Arts,849971,,,38677,34.367641,-89.5391483,University
11902,Ford Idaho Center Amphitheater,4007404,,,83687,43.61894,-116.53469,Boise
11903,Ford Center for the Performing Arts,956686,,24 W. Randolph Street,60601,41.8845842,-87.6287387,Chicago
11904,Ford Theatre at E Center,676086,,,,,,Salt Lake City
11905,Boggus Ford Events Center,3546144,,,,26.1947962,-98.1836216,Brownsville
11906,Ford Center for the Performing Arts,1633983,,5040 Yonge Street,,43.7661379,-79.4142505,Toronto
11907,Ford Conference & Event Center,3069694,,1151 Village Rd,48124,42.3021711,-83.23131740000002,Detroit
11908,The Ford Center at the Star,4341271,,,75034,33.13765,-96.85654,Plano
11909,Uaw-ford National Programs Center,3685204,,151 West Jefferson Ave,48226,42.327021,-83.0456054,Detroit
11910,"Ataloa Theater, Hallie Brown Ford Fine Arts Center, ECU",2962313,,1100 East 14th Street,74820,34.771418700000005,-96.6636342,Ada
11911,Hga Atrium at the Historic Ford Center,3305564,,420 5th Street North,55401,44.9835788,-93.2775444,Twin Cities
11912,Akins Ford Arena at the Classic Center,4063349,,300 North Thomas Street,,33.96014,-83.37257,Atlanta
11913,"Terry Fator Theatre, Mirage Hotel & Casino",821031,,3400 S. Las Vegas Blvd.,89109,36.12059,-115.17238,Las Vegas
11914,Amalie Arena,1056,21500.0,401 Channelside Dr.,33602,27.942587899999996,-82.45196340000003,Tampa
11915,"Piper Repertory Theater, Mesa Arts Center",776566,,1 E. Main St.,85201,33.41493,-111.82956999999999,Mesa
11916,Asbury Lanes,2961,,209 4th Avenue,07712,40.222879999999996,-74.00201,New York
11917,Hoyt Sherman Place,8543,,1507 Woodland Ave,50309,41.58807,-93.63724,Des Moines
11918,Daytona Bandshell,77455,5000.0,70 Boardwalk,32118,29.2287,-81.00771,Orlando
11919,Maymont,1284931,,1700 Hampton St,23220,37.53319000000001,-77.47449,Richmond
11920,Maymont Park,3965134,,,,,,Richmond
11921,The Riot Room,18093,600.0,4048 Broadway Street,64111,39.05421,-94.59091,Kansas City
11922,The Riot Room,4338793,,175 S. Eastern Ave.,83402,43.48874,-112.0397,Salt Lake City
11923,"Cobb Great Hall, Wharton Center for the Performing Arts",103565,,,48824,42.724309999999996,-84.4796,Grand Rapids
11924,Gunter Theatre,4261799,,,29601,34.850559999999994,-82.39399999999998,Charlotte
11925,"172, Rio Las Vegas",4049914,,3700 W. Flamingo Rd.,89103,36.11638,-115.18503,Las Vegas
11926,Missouri Theatre Center for the Arts,30290,1200.0,203 S. Ninth St.,65201,38.9493126,-92.32789090000001,St Louis
11927,Missouri Theatre Columbia,4013024,,,65211,38.93314,-92.3738,St Louis
11928,Last Exit Live,2156054,250.0,717 S Central Ave,85004,33.440413,-112.073431,Phoenix
11929,Bayfront Festival Park,1091,,1-35 & 5TH Ave West,55802,46.78281,-92.10557,Twin Cities
11930,Aldrich Arena,3253469,,1850 White Bear Avenue,55109,44.996990000000004,-93.02308000000001,Twin Cities
11931,Haw River Ballroom,1423523,,1711 Saxapahaw-bethlehem Church Road,27340,35.946939799999996,-79.3182458,Burlington
11932,Gran Plaza Mexico,2650543,,742 Jericho Rd.,28634,36.00069000000001,-80.8321,Winston-Salem
11933,La Gran Plaza Mexico,4341071,,742 Jericho Rd.,28634,36.00069000000001,-80.8321,Winston-Salem
11934,La Gran Plaza Fashion Mall,3076124,,Av Ignacio L. Vallarta 3959,45049,20.673502499999998,-103.4047312,Guadalajara
11935,La Gran Plaza,3620774,,,,20.967370199999998,-89.5925857,Mérida
11936,Plaza Gran Patio,4160349,,,,,,Pachuca
11937,La Gran Plaza,3104099,,,,28.691618199999997,-100.54086219999999,Piedras Negras
11938,Gran Hotel Plaza Imperial,3702349,,Carretera Mexico - Toluca KM 57.5,52170,19.2861345,-99.5712882,Metepec
11939,Vivint Smart Home Arena,467,,301 West South Temple,84101,40.767720000000004,-111.90113000000001,Salt Lake City
11940,Verizon Arena,498001,18000.0,1 Verizon Arena Way,72114,34.754940000000005,-92.26431,Little Rock
11941,Amway Center,2035394,,400 W Church St,32801,28.548779999999997,-81.38691,Orlando
11942,The Rooftop at Pier 17,3895789,,89 South Street,10038,40.70531,-74.00263000000002,New York
11943,Rialto Theatre,3669069,,10 WEST MAIN STREET,59715,45.6791,-111.0376,Billings
11944,Rialto Bozeman,4012849,,10 West Main Street,59715,45.6791,-111.0376,Billings
11945,The Rialto,3727129,,"10 W Main St, Bozeman, MT",59715,45.6791,-111.0376,Billings
11946,Tobin Center for the Performing Arts,2595673,2100.0,100 Auditorium Circle,78205,29.430528000000002,-98.48876779999999,San Antonio
11947,"HEB Performance Hall, Tobin Center for the Performing Arts",2678113,,100 Auditorium Circle,78205,29.430681699999997,-98.48871,San Antonio
11948,"Carlos Alvarez Studio Theater, Tobin Center for the Performing Arts",2745003,,,78205,29.422659999999997,-98.48699,San Antonio
11949,"Riverwalk Patio, Tobin Center for the Performing Arts",2759428,,100 Auditorium Circle,78205,29.430528000000002,-98.48876779999999,San Antonio
11950,"River Walk Plaza, Tobin Center for the Performing Arts",2810668,,,,29.4241219,-98.4936282,San Antonio
11951,Tobin Center for Performing Arts,2985193,,115 Auditorium Circle,78205,29.430573,-98.489553,San Antonio
11952,Orchestra Hall,1546,,1111 Nicollet Ave.,55403,44.96980429999999,-93.277812,Twin Cities
11953,Orchestra Hall-mn,4013264,,,55403,44.96913,-93.2879,Twin Cities
11954,Target Atrium - Orchestra Hall,3372234,,,55403,44.9691279,-93.2878982,Twin Cities
11955,Lake Tahoe Outdoor Arena at Harvey's,31788,,18 Highway 50,89449,38.96035,-119.94292,Reno
11956,Toyota Amphitheatre,555,18500.0,2677 Forty Mile Road,95901,39.0311867,-121.51531240000001,Sacramento
11957,Marquis Theatre,3407799,,,,38.8338816,-104.82136340000001,Colorado Springs
11958,United Center,521,23500.0,1901 West Madison St,60612,41.88063,-87.67405,Chicago
11959,BankUnited Center,15890,,1245 Dauer Drive,33146,25.7150805,-80.2791777,Miami
11960,United Center,404541,,1440 Colorado Boulevard,80452,39.742909999999995,-105.51727,Idaho Springs
11961,United Irish Cultural Center,48402,400.0,2700 45th Avenue,94116,37.735966,-122.502793,SF Bay Area
11962,Arts United Center,1875433,,303 E. Main,,41.0807312,-85.1363104,Fort Wayne
11963,First United Bank Center,324736,,3301 4th Ave.,79016,34.9797609,-101.90806529999999,Amarillo
11964,United Christian Youth Center (ucyc),3235764,,1400 Paradise Valley Rd.,86303,34.530974,-112.4962148,Glendale
11965,NYU Abu Dhabi Arts Center,3170214,,Saadiyat Island,PO Box 129188,24.5302924,54.4451578,Abu Dhabi
11966,United Center,319976,,,,,,Philadelphia
11967,United Methodist Church City Center,746591,,,,,,Glendale
11968,St. Luke United Methodist Church Ministry Center,2502444,,,,,,Columbus
11969,United Training Center,2380909,,7619 Martin Way E.,98516,47.05363,-122.77802,Tacoma
11970,United Center Plaza,4273034,,500 Virginia Street East,25301,38.35123,-81.6378,Charleston
11971,Center United Methodist Church,1213556,,6142 Lake Brandt Rd,27455,36.194059,-79.840153,Greensboro
11972,San Diego United Training Center,2637928,,7698 Miramar Road,92126,32.887173,-117.150947,San Diego
11973,United Airlines Maintenenance Ops Center,131234,,,,,,SF Bay Area
11974,"Children's Center, Crossgates United Methodist Church",1870168,,,,32.273202399999995,-89.9859158,Jackson
11975,"Burnside Family Life Center, Marysville United Methodist Church",2823068,,207 South Court St.,,40.235271000000004,-83.3683582,Marysville
11976,"Family Life Center, First United Methodist Church of Austin",859601,,304 W. 13th St.,78701,30.276121000000003,-97.742991,Austin
11977,NYUAD The Arts Center,3433449,,Saadiyat Island,,24.5302924,54.4451578,Abu Dhabi
11978,First United Methodist Church,2079789,,,,,,Clay Center
11979,Zabeel Hall at Dubal Trade Center Hall,3090609,,,,25.20484930000001,55.2707828,Dubai
11980,Media Center,151438,,,,,,Dubai
11981,World Trade Center Dubai,3103634,,,,25.20484930000001,55.2707828,Dubai
11982,International Convention Center,725576,,,,,,Dubai
11983,"Adnec Exhibition Center, Abu Dhabi",3153944,,Abu Dhabi,,24.299173800000002,54.6972774,Abu Dhabi
11984,CCC (City Christian Center) Upanga,4131179,,,,,,Dar es Salaam
11985,Sun City Center United Community Church,3379394,,1210 Del Webb Blvd W,33573/33569,35.1072166,-90.03851490000002,Tampa
11986,United Teen Equality Center,3113309,,35 Warren Street,01852,42.6427093,-71.30628709999998,Manchester
11987,Center United Methodist Church,3004949,,4444 Georgia Hwy 14,30474,32.0980966,-82.36663990000002,Vidalia
11988,Brooklyn United Methodist Church,1543318,,7200 Brooklyn Blvd.,55429,45.08526679999999,-93.34151949999999,Twin Cities
11989,St. Marks United Methodist Church - Family Life Center,4109479,,8550 Pioneers Blvd,68520,40.77088,-96.604,Lincoln
11990,Lincoln Hall,513326,507.0,2424 N Lincoln Ave,60614,41.92605,-87.64975,Chicago
11991,"David Geffen Hall, Lincoln Center",6204,2738.0,10 Lincoln Center Plaza,10023,40.772299200000006,-73.9829541,New York
11992,Lincoln Drill Hall,15556,,Freeschool Lane,LN2 1EY,53.229707499999996,-0.5376679,Doncaster
11993,"Alice Tully Hall, Lincoln Center",47825,,70 Lincoln Center Plaza,10023,40.773697799999994,-73.98289140000001,New York
11994,Lincoln Performance Hall,2460,,"Portland State University, 1620 S.w. Park Avenue",97201,45.56588,-122.65614,Portland
11995,"Performance Hall, Lincoln Center",18520,,417 W. Magnolia St.,80521,40.5828994,-105.08282150000001,Cheyenne
11996,"Philharmonic Hall, Lincoln Center",114527,,,,,,New York
11997,"Frederick P. Rose Hall, Jazz at Lincoln Center",97880,,Broadway at 60th Street,10023,40.7688468,-73.98198990000002,New York
11998,"Starr Theater, Alice Tully Hall, Lincoln Center",1555688,,,,,,New York
11999,"Merkin Hall, Lincoln Center",285151,,,,,,New York
12000,"Lincoln Recital Hall, Portland State University",17701,,"Room 75, 1620 SW Park Ave.",97201,45.51327,-122.68382,Portland
12001,"Theater, Lincoln Hall, University of Illinois",700891,,702 South Wright Street,61801,40.106643,-88.2283797,Champaign
12002,Boxford Lincoln Hall,3459014,,561 Main St,01921,42.707188200000004,-71.06390649999999,Boxford
12003,Faldingworth Memorial Hall,2980653,100.0,"High Street, Faldingworth",LN8 3SE,53.3495159,-0.39655359999999995,Doncaster
12004,Lincoln Road Hall,3455609,200.0,79 S Lincoln Rd.,48708,43.56357979999999,-83.87583659999999,Bay City
12005,"Lincoln Hall, Cornell University",3081594,,,,42.4439614,-76.5018807,Rochester
12006,Alice Tully Hall at Lincoln Center,3989579,,1941 Broadway,10023,40.7737,-73.98264,New York
12007,"Room Upstairs, Drill Hall",2281889,,,,,,Doncaster
12008,"Studio Theatre, Lincoln Hall, Portland State University",2794648,,620 SW Park Ave,97201,45.5198706,-122.6803035,Portland
12009,Kimball Recital Hall,1857973,,1113 R Street,68508,40.8169532,-96.7040143,Lincoln
12010,Cafe Bar at the Drill Hall,1598543,,,,,,Doncaster
12011,Kilaga Springs Lodge Presentation Hall,3367054,,1167 Sun City Blvd.,95648,38.8811566,-121.27728540000001,Sacramento
12012,Devaney Hall,313741,,,,,,Lincoln
12013,Boiler Grand Hall,3749809,,"129 North 10th Street, Third Floor",68508,40.81434,-96.7077,Lincoln
